...1,S_ID,session,Run,block,trial,StimType,OrderCond,Name,NameFreq,RespOrder,NameFoil1,NameFoil2,NameDistractor1,NameDistractor2,DistractorNameFreq1,DistractorNameFreq2,Accuracy,Foil,Distractor,RT,RTonset,rpress,lpress,Confidence,ConfidenceRT,rConf
7652,10,2,2,12,4,1,5,JONAH,78,7,KEEGAN,ANTHONY,RAYMOND,DEREK,78,40,1,NA,NA,2.52792320000299,1.80977150000399,1,1,NA,NA,1
7653,10,2,2,12,5,1,1,CAINE,51,1,MAURICE,SEAMUS,DEXTER,RISHI,51,34,NA,NA,NA,NA,NA,4,0,NA,NA,1
7654,10,2,2,12,6,1,2,ABIGAIL,2595,13,DAVINA,MEERA,ELEANOR,SHIVANI,2555,83,1,NA,NA,2.8669676999998,0.220190899999579,0,1,NA,NA,4
7655,10,2,2,12,7,1,3,ANTHONY,1045,3,JONAH,KEEGAN,PATRICK,ISMAIL,1039,75,0,0,1,7.01637510000728,2.04786279999826,0,1,NA,NA,2
7656,10,2,2,12,8,1,6,SYEDA,89,10,ABIGAIL,DAVINA,ANGELA,"NANCY",87,156,1,NA,NA,4.00859359999595,0.237714300004882,0,1,NA,NA,4
7657,10,2,2,12,9,1,5,ROBIN,161,8,SEAMUS,USMAN,MAXWELL,HARRY,160,4434,0,0,1,7.3569739000086,6.37115179999091,2,2,NA,NA,4
7658,10,2,2,12,10,1,2,SALLY,309,15,JENNY,MELANIE,HELENA,CHLOE,308,6824,0,1,0,7.23051269999996,0.0344885999948019,0,0,NA,NA,2
7659,10,2,2,12,11,1,4,MEERA,41,5,MELANIE,DEVON,ROWENA,KIRAN,41,130,1,NA,NA,4.18014820000099,3.49988220000523,3,0,NA,NA,4
7660,10,2,2,12,12,1,6,DAVINA,41,11,SYEDA,JENNY,MARNIE,SHANICE,41,200,0,1,0,3.84148289999575,0.159503099988797,0,1,NA,NA,1
7661,10,2,2,12,13,1,4,JENNY,147,14,MEERA,SYEDA,BECKY,LUCINDA,146,132,1,NA,NA,5.51828119999846,0.10433240000566,0,1,NA,NA,1
7662,10,2,2,12,14,1,3,USMAN,106,2,ROBIN,MAURICE,RONAN,BRIAN,105,113,0,1,0,7.07408560000476,6.2962475999957,3,1,NA,NA,4
7663,10,2,2,12,15,1,8,MELANIE,166,6,DEVON,SALLY,SAFFRON,JASMINE,166,1145,0,1,0,2.73539699999674,1.83025420000195,1,1,NA,NA,4
7664,10,2,2,12,16,1,7,KEEGAN,46,16,CAINE,ROBIN,BARRY,IDRIS,45,32,0,1,0,7.5429460999876,6.09359289999702,2,3,NA,NA,1
7665,10,2,2,7,1,1,8,HEATHER,713,3,SIOBHAN,KRISTEN,ROBYN,ALEXIS,683,56,1,NA,NA,3.83683400000155,0.198320499999681,0,1,NA,NA,4
7666,10,2,2,7,2,1,2,KRISTEN,40,2,REANNE,SHANNON,LEANNA,SAIMA,40,71,1,NA,NA,1.31311540000024,0.03943010000512,0,0,NA,NA,4
7667,10,2,2,7,3,1,8,TAYLER,41,12,HEATHER,CAITLIN,CHANTE,ALANA,40,170,0,0,1,3.7311437000025802,1.66444800001045,2,2,NA,NA,2
7668,10,2,2,7,4,1,7,GIDEON,25,1,DENNIS,ANISH,JORDI,ELLIS,25,443,1,NA,NA,7.52601059999142,4.41652169999725,4,1,NA,NA,1
7669,10,2,2,7,5,1,1,LOUIS,1100,15,ANISH,DALTON,RICHARD,VICTOR,1089,51,0,1,0,6.309703299994,0.0259031000023242,0,0,NA,NA,1
7670,10,2,2,7,6,1,4,KELSIE,66,6,TAYLER,SIOBHAN,KARINA,NICOLE,65,1679,NA,NA,NA,NA,NA,2,0,NA,NA,1
7671,10,2,2,7,7,1,8,SHANNON,4649,13,KELSIE,REANNE,KATIE,MARINA,4337,56,0,1,0,6.94129629999225,3.91325529999449,1,1,NA,NA,4
7672,10,2,2,7,8,1,1,ANISH,28,16,DALTON,LOUIS,FABIO,DARNELL,28,29,0,0,1,4.48279920000641,2.5445888999966,1,2,NA,NA,1
7673,10,2,2,7,9,1,3,DENNIS,54,9,LOUIS,GIDEON,HAROLD,GERALD,54,23,0,0,1,6.41144680000434,1.94295150000835,3,0,NA,NA,4
7674,10,2,2,7,10,1,6,REANNE,56,5,SHANNON,TAYLER,NISHA,RHIANNA,55,276,0,1,0,5.25066230000812,0.0356658999953652,0,0,NA,NA,1
7675,10,2,2,7,11,1,4,CAITLIN,906,8,KRISTEN,LINDSEY,ROSIE,LARISSA,879,51,0,1,0,7.3425397999963,6.57810709999467,2,2,NA,NA,2
7676,10,2,2,7,12,1,6,LINDSEY,80,7,CAITLIN,CORAL,"NATALIA",LEONI,79,29,NA,NA,NA,NA,NA,4,2,NA,NA,1
7677,10,2,2,7,13,1,6,JULIA,184,11,CORAL,HEATHER,ALISON,CARYS,181,217,0,0,1,6.8956429999962,4.11615010000241,3,4,NA,NA,2
7678,10,2,2,7,14,1,8,SIOBHAN,332,10,JULIA,KELSIE,AISHA,SCARLET,328,45,1,NA,NA,3.88776850000431,2.23353399999905,2,3,NA,NA,4
7679,10,2,2,7,15,1,5,DALTON,32,4,GIDEON,DENNIS,IDRIS,FARRELL,32,13,1,NA,NA,4.72393050001119,1.37367710001126,3,0,NA,NA,4
7680,10,2,2,7,16,1,2,CORAL,128,14,LINDSEY,JULIA,KAYLEY,SHAUNA,127,316,0,0,1,6.28383809998923,4.84416910000436,6,3,NA,NA,1
7681,11,1,1,1,1,0,8,CLARE,216,3,CARRIE,AMBER,CASEY,BROOKE,215,269,1,NA,NA,4.82049469999038,0.852151299986872,0,1,2,0.621877700003097,2
7682,11,1,1,1,2,0,5,LYNDON,37,7,ASHLEY,JEROME,SOREN,TRENT,37,10,1,NA,NA,7.41997500001162,3.28145009999571,3,1,2,0.527258700007224,2
7683,11,1,1,1,3,0,5,CONRAD,39,4,JACOB,EDWIN,LEONARD,BRADY,39,32,1,NA,NA,2.32197629999428,1.02803049999056,2,0,4,1.08869579999009,4
7684,11,1,1,1,4,0,4,JULIET,57,16,JESSICA,AMINA,KAITLIN,KEELEY,57,209,1,NA,NA,2.9440709999908,0.722636199992849,3,0,4,0.831962600001134,4
7685,11,1,1,1,5,0,5,TRISTAN,250,13,JEROME,JACOB,ANGUS,ZACHARY,247,574,1,NA,NA,1.80016519999481,0.908494300005259,1,1,4,0.866510499996366,4
7686,11,1,1,1,6,0,1,EDWIN,48,14,FLYNN,TRISTAN,GILES,JARED,47,158,1,NA,NA,1.63448130000324,0.03669059999811,0,0,4,0.994643400001223,4
7687,11,1,1,1,7,0,3,FLYNN,20,5,EDWIN,LYNDON,GRAEME,JASON,20,1001,1,NA,NA,3.00607209998998,1.89432019999367,3,2,4,1.0081610000052,4
7688,11,1,1,1,8,0,4,ANTONIA,234,15,AMBER,CARRIE,ESTHER,WILLOW,231,1536,1,NA,NA,1.16078879999986,0.191191799996886,0,1,4,0.836569499995676,4
7689,11,1,1,1,9,0,1,JACOB,2249,2,TRISTAN,ASHLEY,CHARLIE,GETHIN,1912,38,1,NA,NA,2.50828889998957,0.956840099999681,3,0,4,0.942539399999077,4
7690,11,1,1,1,10,0,8,CARRIE,97,12,AMINA,JESSICA,EMILIE,HELENA,96,308,1,NA,NA,1.81177539999771,0.0370795000053477,0,0,4,0.949860499997158,4
7691,11,1,1,1,11,0,6,JESSICA,6711,10,JULIET,CHANICE,EMILY,PENNY,6415,81,0,1,0,5.82195910000883,4.85470260000147,1,1,3,0.683698099994217,3
7692,11,1,1,1,12,0,2,CHANICE,37,9,ANTONIA,CLARE,KEISHA,FARHANA,37,46,0,0,1,4.75679460000538,0.0289494000026025,0,0,2,0.64583720000519,2
7693,11,1,1,1,13,0,7,ASHLEY,1874,6,CONRAD,FLYNN,REECE,EAMON,1811,24,0,0,1,5.98153270001058,0.0429631000006339,0,0,2,0.542139700002735,2
7694,11,1,1,1,14,0,6,AMBER,1422,1,CHANICE,ANTONIA,GRACE,FAITH,1421,116,0,1,0,7.79151910000655,3.70657650000066,1,0,2,1.23091189999832,2
7695,11,1,1,1,15,0,5,JEROME,135,11,LYNDON,CONRAD,ARTHUR,DAYLE,129,30,1,NA,NA,4.6866202000092,1.23573400000168,3,0,2,0.70823499999824,2
7696,11,1,1,1,16,0,2,AMINA,151,8,CLARE,JULIET,ELIZA,CANDICE,147,66,1,NA,NA,1.89612339998712,0.730504299994209,3,0,4,0.812806500005536,4
7697,11,1,1,2,1,0,3,ARONAS,44,7,AINSLEY,REUBEN,MALIK,SANDEEP,44,25,1,NA,NA,3.93806929999846,0.651508499999181,2,0,3,1.84098169999197,3
7698,11,1,1,2,2,0,8,HAYLEY,1088,6,TALIA,JAZMIN,HARRIET,MARYAM,1046,176,1,NA,NA,3.41957060000277,0.786889499999234,3,0,4,0.721211700001732,4
7699,11,1,1,2,3,0,1,CIARAN,278,8,DILLON,KAINE,FRASER,LORENZO,278,36,0,1,0,5.78580279999005,1.11088930000551,1,0,2,0.507743399997707,2
7700,11,1,1,2,4,0,6,TALIA,86,13,HAYLEY,LAUREN,HALIMA,FFION,85,201,1,NA,NA,3.09467949999089,0.561612699995749,1,0,4,0.952461199995014,4
7701,11,1,1,2,5,0,2,PRIYA,101,10,BONNIE,TALIA,KIRBY,DARCY,100,107,1,NA,NA,3.87886640000215,1.49929190000694,0,1,2,0.589543299996876,2
7702,11,1,1,2,6,0,5,KAINE,79,2,ARONAS,CIARAN,TERRY,SHELDON,79,52,0,0,1,4.45014770000125,2.15050920000067,2,0,2,1.00147560000187,2
7703,11,1,1,2,7,0,4,LAUREN,6299,5,ELLIE,PALOMA,HANNAH,EBONY,5916,200,0,1,0,4.88219709999976,0.028062500001397,0,0,2,0.449785200005863,2
7704,11,1,1,2,8,0,4,BONNIE,95,12,JAZMIN,PRIYA,WHITNEY,MARNIE,95,41,0,0,1,5.57934620000015,0.0275792000029469,0,0,1,0.479376400006004,1
7705,11,1,1,2,9,0,7,DILLON,174,16,HAMZA,AINSLEY,FRANCIS,LUCIEN,172,16,1,NA,NA,3.75159849999181,1.35919200000353,1,2,4,0.792245499993442,4
7706,11,1,1,2,10,0,8,ELLIE,1900,15,PALOMA,HAYLEY,"NATASHA",ROBYN,1751,683,0,1,0,4.86334259998694,0.229948599997442,1,0,2,0.644994900008896,2
7707,11,1,1,2,11,0,1,HECTOR,29,1,KAINE,HAMZA,MIKEY,QUINN,29,10,1,NA,NA,5.28388810000615,0.799464899988379,2,0,2,1.39932829998725,2
7708,11,1,1,2,12,0,7,HAMZA,220,14,HECTOR,DILLON,ANTONY,ARCHIE,217,169,0,1,0,2.63450220000232,0.377861200002371,2,0,0,NA,0
7709,11,1,1,2,13,0,8,JAZMIN,62,11,PRIYA,ELLIE,MAXINE,KAYLEY,62,127,0,0,1,4.28089769999497,0.646658800003934,0,1,1,0.605665399998543,1
7710,11,1,1,2,14,0,8,PALOMA,38,9,LAUREN,BONNIE,CALLIE,ADINA,37,20,NA,NA,NA,NA,NA,3,3,2,1.03913099999772,2
7711,11,1,1,2,15,0,3,REUBEN,160,4,CIARAN,HECTOR,JARED,LEONARD,158,39,1,NA,NA,1.55665140000929,0.0415209000057075,0,0,3,0.780980499999714,3
7712,11,1,1,2,16,0,3,AINSLEY,43,3,REUBEN,ARONAS,LAURIE,VINCENT,43,117,1,NA,NA,4.01351400000567,0.0273008999938611,0,0,3,0.640340099998866,3
7713,11,1,1,3,1,0,2,LIBERTY,144,1,ELYSIA,SUSAN,HAZEL,SHELLEY,141,84,1,NA,NA,4.28148499999952,1.08300579999923,1,0,3,0.632073200002196,3
7714,11,1,1,3,2,0,2,MARIE,129,15,CATRIN,HUMAIRA,TAYLA,MABEL,129,17,0,1,0,3.1132157999964,1.09352920000674,2,0,3,0.667742300007376,3
7715,11,1,1,3,3,0,3,MAXIM,36,16,TYRONE,MARIO,TARIQ,RALPH,36,47,0,1,0,3.55073770000308,0.202263200000743,1,0,2,0.371016199991573,2
7716,11,1,1,3,4,0,6,JESSIE,194,10,JAYDE,LIBERTY,HEIDI,PORTIA,193,28,1,NA,NA,1.71540169999935,0.436368599999696,0,1,4,0.938730599998962,4
7717,11,1,1,3,5,0,7,MARIO,20,8,DONALD,MAXIM,VIVEK,JIMMY,20,80,0,1,0,5.20749429998978,1.9753853000002,3,0,3,0.754820100002689,3
7718,11,1,1,3,6,0,3,TYRONE,117,5,MARCO,ADRIAN,VINCENT,FREDDY,117,25,1,NA,NA,4.23652349998883,0.858799199995701,1,0,1,0.229330600006506,1
7719,11,1,1,3,7,0,3,MARCO,76,12,JOHNNY,DONALD,ISMAIL,FRANCIS,75,172,1,NA,NA,3.72540150000714,0.819759699996212,2,0,4,0.749532700006966,4
7720,11,1,1,3,8,0,6,HUMAIRA,46,14,SUSAN,CATRIN,JAIME,SYDNEY,46,98,0,1,0,6.7268017000024,0.495178800003487,2,0,1,0.324079500001972,1
7721,11,1,1,3,9,0,7,DONALD,23,7,MARIO,AWAIS,GERALD,CALLUM,23,4281,NA,NA,NA,NA,NA,5,4,1,1.70319749999908,1
7722,11,1,1,3,10,0,8,SUSAN,82,3,HUMAIRA,ELYSIA,PENNY,KEISHA,81,37,1,NA,NA,4.67122239999298,0.0279936000006273,0,0,1,0.376122899993788,1
7723,11,1,1,3,11,0,4,CATRIN,102,2,JESSIE,MARIE,LOREN,ISOBEL,102,522,1,NA,NA,3.69127840000147,1.40918339999916,1,0,2,0.764814699999988,2
7724,11,1,1,3,12,0,5,ADRIAN,155,11,AWAIS,JOHNNY,BLAKE,HENRY,154,1135,1,NA,NA,3.4423048000026,0.0274553999915952,0,0,4,0.641376100000343,4
7725,11,1,1,3,13,0,2,ELYSIA,72,9,LIBERTY,JAYDE,HAFSA,HALIMA,72,85,0,0,1,4.31881699999212,0.0290194999979576,0,0,2,0.763617299991893,2
7726,11,1,1,3,14,0,8,JAYDE,58,4,MARIE,JESSIE,VICKY,CECILIA,58,27,0,1,0,5.14704429999983,0.898962000006577,3,0,2,0.982984100002795,2
7727,11,1,1,3,15,0,3,JOHNNY,32,6,ADRIAN,TYRONE,MILAN,AYRTON,32,37,1,NA,NA,3.9140713000088,0.82960459998867,3,0,4,0.581716400003643,4
7728,11,1,1,3,16,0,1,AWAIS,50,13,MAXIM,MARCO,MARLEY,TUDOR,50,15,1,NA,NA,3.24244249999174,1.01926430000458,3,0,4,0.836743099993328,4
7729,11,1,1,4,1,0,3,BRODIE,46,11,AUSTIN,CYRUS,BYRON,ZAYNE,46,41,0,1,0,3.82332260000112,0.0266452000068966,0,0,4,0.968960099999094,4
7730,11,1,1,4,2,0,2,ISABEL,455,12,RIANNA,SHARNA,KELSEY,SACHA,438,57,1,NA,NA,1.97470340000291,0.0266250999993645,0,0,2,0.396358899990446,2
7731,11,1,1,4,3,0,8,BROGAN,165,4,VERITY,ISABEL,"NADINE",LEIGH,165,125,0,0,1,6.46101530001033,1.06279270000232,0,1,1,0.636561699997401,1
7732,11,1,1,4,4,0,4,SHARNA,111,13,MAIYA,VERITY,CLARA,SIMONE,107,158,1,NA,NA,1.90737620000436,0.199735899994266,0,1,4,0.648387200009893,4
7733,11,1,1,4,5,0,4,MILLIE,324,1,BROGAN,MAIYA,SHAUNA,CERYS,316,92,1,NA,NA,3.6785310000123,0.583807799994247,2,0,3,0.753350500002853,3
7734,11,1,1,4,6,0,5,BOBBY,126,2,SAMUEL,AUSTIN,SPENCER,CHRIS,124,17,1,NA,NA,4.57146690000081,0.62469979999878,2,0,2,0.451780400006101,2
7735,11,1,1,4,7,0,2,VERITY,114,3,MILLIE,BROGAN,CELINE,MIKAELA,113,37,1,NA,NA,4.35473069999716,0.947621599989361,2,0,3,0.761347100007697,3
7736,11,1,1,4,8,0,3,TOMMY,247,9,PARKER,SAMUEL,RICKY,KESTER,242,16,0,1,0,2.33440239999618,0.0264729000045918,0,0,3,0.752174900000682,3
7737,11,1,1,4,9,0,2,RIANNA,90,6,SHARNA,MILLIE,SADIA,ELEANOR,90,2555,1,NA,NA,1.99083170000813,0.511473999998998,1,0,4,0.726637300002039,4
7738,11,1,1,4,10,0,3,IBRAHIM,129,15,BOBBY,PARKER,SONNY,BLAKE,127,154,1,NA,NA,3.94131490000291,0.610545599993202,2,0,4,0.603150499999174,4
7739,11,1,1,4,11,0,1,SAMUEL,6161,16,CYRUS,TOMMY,JORDAN,OMARI,5750,30,1,NA,NA,3.77008550000028,0.0283269000065047,0,0,3,0.859134499987704,3
7740,11,1,1,4,12,0,7,ALISTER,30,8,IBRAHIM,BRODIE,DAYLE,BYRON,30,46,0,0,1,6.68314459999965,2.60461590001069,3,3,2,0.509432799997739,2
7741,11,1,1,4,13,0,1,PARKER,407,14,TOMMY,ALISTER,LANCE,ISAAC,35,480,1,NA,NA,2.39024770000833,0.967640999995638,1,3,4,0.749170199997025,4
7742,11,1,1,4,14,0,7,AUSTIN,65,5,BRODIE,IBRAHIM,ANDREAS,KILLIAN,64,10,1,NA,NA,5.23465410000063,1.20728859999508,1,0,3,0.688214099995093,3
7743,11,1,1,4,15,0,6,MAIYA,48,10,ISABEL,RIANNA,CANDICE,BARBARA,66,26,0,1,0,2.84621679999691,0.327382099989336,0,1,2,0.434712700007367,2
7744,11,1,1,4,16,0,1,CYRUS,29,7,ALISTER,BOBBY,DARNELL,FABIO,29,28,1,NA,NA,3.08842000000004,0.743810100000701,2,0,4,0.848352100001648,4
7745,11,1,1,5,1,0,5,SANJAY,29,2,FARHAN,ABRAHAM,DEVANTE,TERENCE,29,58,1,NA,NA,3.89032249999582,1.02867929999775,1,1,3,0.829303999998956,3
7746,11,1,1,5,2,0,5,ABRAHAM,40,8,JONAS,SANJAY,CARLTON,JESSE,40,161,1,NA,NA,2.8295369999978,0.761169600009453,2,0,3,0.498382799996762,3
7747,11,1,1,5,3,0,7,PIERCE,61,14,RILEY,JONAS,SOLOMON,AKEEM,60,27,1,NA,NA,3.62410010000167,0.0292721000005258,0,0,3,0.566478099994129,3
7748,11,1,1,5,4,0,2,MISHA,43,1,SELINA,NIKKI,ALINA,SHANA,42,42,1,NA,NA,4.0867455000116,0.898634900004254,2,0,2,0.626583700010087,2
7749,11,1,1,5,5,0,8,ALICE,2357,6,AISLING,AMIRA,RACHEL,BRIDIE,2105,76,1,NA,NA,4.17521880001004,1.66968110000016,3,0,4,0.783248599997023,4
7750,11,1,1,5,6,0,3,HOWARD,47,5,SANJAY,FARHAN,RALPH,JACQUES,47,53,1,NA,NA,1.66181220000726,0.209182800012059,1,0,4,0.645838600001298,4
7751,11,1,1,5,7,0,5,GERARD,38,11,PAOLO,PIERCE,GETHIN,ARTHUR,38,129,1,NA,NA,3.53257029999804,0.24392269999953,0,1,4,0.805546799994772,4
7752,11,1,1,5,8,0,7,PAOLO,16,4,ABRAHAM,GERARD,TERRELL,MIKEY,16,29,1,NA,NA,1.22030490000907,0.176464899996063,1,0,4,0.80731139999989,4
7753,11,1,1,5,9,0,4,AMIRA,33,9,NIKKI,AISLING,TIANA,CARMEN,33,60,0,0,1,4.8202045999933,2.00852260000829,1,2,3,0.829602999991039,3
7754,11,1,1,5,10,0,1,FARHAN,37,13,PIERCE,HOWARD,JARVIS,MICHAEL,37,4187,1,NA,NA,4.33360570001241,0.0558722999994643,0,0,3,0.460183400005917,3
7755,11,1,1,5,11,0,6,AISLING,70,7,MISHA,SELINA,DONNA,CELINE,69,113,1,NA,NA,2.4457609999954,0.72118710000359,3,0,4,0.904966800007969,4
7756,11,1,1,5,12,0,5,RILEY,32,3,GERARD,PAOLO,WASIM,TYRELL,32,55,1,NA,NA,1.94782040000428,0.221521300001768,1,0,4,0.825328700011596,4
7757,11,1,1,5,13,0,6,SELINA,158,16,MANISHA,ALICE,SIMONE,"NATASHA",158,1751,0,1,0,6.30169049999677,0.854027599998517,1,1,2,0.505850700006704,2
7758,11,1,1,5,14,0,4,MANISHA,73,15,ALICE,MISHA,SAIRA,MAEVE,73,24,0,0,1,4.19596090000414,0.548909299992374,0,1,2,1.01956489999429,2
7759,11,1,1,5,15,0,8,NIKKI,102,10,AMIRA,MANISHA,FLORA,ASHLEA,101,52,1,NA,NA,1.61649570000009,0.203345600006287,0,1,4,0.595328900002642,4
7760,11,1,1,5,16,0,1,JONAS,21,12,HOWARD,RILEY,RONALD,MILAN,21,32,1,NA,NA,3.78207790000306,1.34526999999071,2,0,3,0.741824700002326,3
7761,11,1,1,6,1,0,6,AILISH,38,12,LOUISE,KAREN,JAYNE,CONNIE,38,144,0,1,0,5.46557580000081,2.15138740000839,1,0,1,0.464758500005701,1
7762,11,1,1,6,2,0,7,LEYTON,16,10,WESLEY,TRAVIS,LUCIEN,LUCAS,16,202,0,0,1,6.80771829999867,0.747988799994346,1,1,2,0.560938000009628,2
7763,11,1,1,6,3,0,5,FAHIM,24,9,MITCHEL,BARNEY,JERRY,RAYMOND,24,78,0,1,0,5.26714259998698,1.89821519999532,2,0,2,0.772465300004114,2
7764,11,1,1,6,4,0,6,MADDIE,37,1,MARGOT,ELISE,MIKAELA,CAMILLA,37,62,1,NA,NA,2.76099039999826,1.10815630000434,1,0,4,0.847511700005271,4
7765,11,1,1,6,5,0,1,CHESTER,24,4,BARNEY,FAHIM,DERRY,BARRY,24,45,1,NA,NA,5.36007179999433,1.32868199999211,2,3,3,1.00941740001144,3
7766,11,1,1,6,6,0,8,KAREN,76,15,SUMMER,LETITIA,KYLIE,SAMINA,76,41,0,0,1,5.13570769999933,0.0269266000104835,0,0,2,0.404323500013561,2
7767,11,1,1,6,7,0,7,WESLEY,185,7,TRAVIS,CHESTER,JUSTIN,MAXWELL,182,160,1,NA,NA,2.44352450000588,0.484057399997255,0,1,4,0.740180400011013,4
7768,11,1,1,6,8,0,2,ELENA,213,11,MADDIE,AILISH,VANESSA,ROISIN,213,134,1,NA,NA,7.50335739999718,3.42362129999674,3,1,2,0.497082600006252,2
7769,11,1,1,6,9,0,4,SUMMER,203,3,AILISH,ELENA,DEANNA,ANDREA,202,74,1,NA,NA,2.58804799999052,0.5577220999985,2,0,4,0.87857550001354,4
7770,11,1,1,6,10,0,6,LETITIA,44,2,ELISE,SUMMER,MAISY,LEANNA,44,40,1,NA,NA,5.012163899999,0.683313899993664,3,0,3,0.984672499995213,3
7771,11,1,1,6,11,0,4,LOUISE,1309,5,LETITIA,MARGOT,ABBIE,TRACY,1297,34,1,NA,NA,2.53629179998825,0.577863400001661,0,1,3,1.22812040000281,3
7772,11,1,1,6,12,0,1,TRAVIS,205,16,FAHIM,MITCHEL,LUCAS,ANTONY,202,217,0,0,1,4.56918149998819,0.506554999999935,2,0,1,1.21487779999734,1
7773,11,1,1,6,13,0,8,ELISE,253,13,ELENA,LOUISE,KATRINA,BECKY,251,146,0,1,0,5.90304119999928,0.0264762000006158,0,0,1,0.647423299989896,1
7774,11,1,1,6,14,0,7,BARNEY,37,8,CHESTER,LEYTON,CARLOS,ALLAN,37,37,0,1,0,3.21647499999381,0.0414108000113629,0,0,2,0.570142900003702,2
7775,11,1,1,6,15,0,3,MITCHEL,54,6,LEYTON,WESLEY,JACQUES,OLIVIER,53,10,1,NA,NA,3.49107129999902,0.84361809999973,3,0,4,0.765234899998177,4
7776,11,1,1,6,16,0,4,MARGOT,293,14,KAREN,MADDIE,HENNA,MAISIE,82,335,1,NA,NA,6.42518160000327,3.30703560000984,3,0,2,0.467072899991763,2
7777,11,1,1,7,1,0,4,KRISTY,39,4,CARLY,BRONTE,LUISA,RACHEL,39,2105,1,NA,NA,2.60778170000413,0.766008499995223,3,0,4,0.803748000005726,4
7778,11,1,1,7,2,0,6,JOANNA,374,15,BRONTE,LAILA,ALISHA,TIANA,363,33,1,NA,NA,2.05965650000144,0.0262615000101505,0,0,4,0.709273500004201,4
7779,11,1,1,7,3,0,8,ROSANNA,99,2,CHARIS,REBECCA,DANNI,ABBIE,98,1297,1,NA,NA,7.16978690000542,1.55724980001105,1,2,2,0.464206299991929,2
7780,11,1,1,7,4,0,7,AYDEN,27,7,ALBERT,HARRIS,NICKY,GLENN,27,100,1,NA,NA,3.81868739999481,1.6433040999982,3,0,3,0.657925600011367,3
7781,11,1,1,7,5,0,1,ALBERT,110,10,HARRIS,FREDDIE,BAILEY,CHARLES,109,1738,1,NA,NA,3.84337679999589,0.765736899993499,3,0,4,0.670184599992353,4
7782,11,1,1,7,6,0,8,LAILA,35,9,ROSANNA,KRISTY,PIPPA,TANYA,35,169,0,1,0,4.96043700000155,0.0357815000024857,0,0,2,0.38453739999386,2
7783,11,1,1,7,7,0,6,FARZANA,45,5,BETHANY,CARLY,LIANNE,TAMARA,45,397,1,NA,NA,1.30886819999432,0.170845300002838,0,1,4,0.707342900001095,4
7784,11,1,1,7,8,0,1,HAIDER,51,14,FREDDIE,AYDEN,VICTOR,LEWIS,51,3569,0,1,0,4.32591919999686,0.0267248000018299,0,0,1,0.434779699993669,1
7785,11,1,1,7,9,0,5,FREDDIE,89,12,AYDEN,HAIDER,FRANK,GILES,86,47,0,1,0,6.75962500000605,2.72498660000565,3,0,2,0.444208999993862,2
7786,11,1,1,7,10,0,8,CHARIS,52,1,KRISTY,BETHANY,LARISSA,SIMRAN,51,240,1,NA,NA,6.55990259999817,0.950425100003486,3,0,2,0.503120300010778,2
7787,11,1,1,7,11,0,3,HARRIS,42,13,HAIDER,ALBERT,MICAH,TERRY,42,79,1,NA,NA,2.58026729999983,1.00697539999965,3,1,4,0.76610979999532,4
7788,11,1,1,7,12,0,2,REBECCA,5828,16,LAILA,CHARIS,MEGAN,HEIDI,4948,193,1,NA,NA,2.9932007999887,0.0292372999974759,0,0,3,1.00811819999944,3
7789,11,1,1,7,13,0,8,BRONTE,59,11,AYSHA,JOANNA,FEARNE,LIBBY,143,191,0,0,1,4.67940189999354,0.0283758000005037,0,0,1,0.44340239999292,1
7790,11,1,1,7,14,0,4,BETHANY,4271,3,FARZANA,AYSHA,GEORGIA,STORM,3723,36,1,NA,NA,3.58105610001076,0.0278298999910476,0,0,3,0.456733400002122,3
7791,11,1,1,7,15,0,6,CARLY,235,8,REBECCA,FARZANA,SADIE,SAVANNA,235,40,1,NA,NA,6.33433979999973,2.18972049999866,2,0,2,0.422058399999514,2
7792,11,1,1,7,16,0,2,AYSHA,94,6,JOANNA,ROSANNA,KEIRA,DOROTHY,94,18,1,NA,NA,4.04238840000471,1.18134110000392,1,0,3,0.67665580000903,3
7793,11,1,1,8,1,0,4,"NAOMI",766,1,MIRANDA,SORCHA,RACHAEL,KAYLA,721,48,1,NA,NA,3.86484139999084,0.591346899993368,2,0,4,0.856730400002562,4
7794,11,1,1,8,2,0,6,MIRANDA,113,3,YASMIN,DIONNE,TEGAN,DONNA,112,69,0,1,0,2.87379159999546,0.0283369999960996,0,0,2,0.44167379999999,2
7795,11,1,1,8,3,0,7,ARNOLD,18,14,PHILIP,ELLIOT,CLAUDE,AHMED,18,206,1,NA,NA,1.96836529999564,0.165659999998752,1,0,4,0.778418300003977,4
7796,11,1,1,8,4,0,8,ALANIS,31,13,LEILA,LEONA,BRIANNA,PHOEBE,31,910,1,NA,NA,3.04791100000148,0.251343900003121,0,1,2,0.461078300009831,2
7797,11,1,1,8,5,0,8,SORCHA,34,6,ALANIS,YASMIN,TRACY,FAIZA,34,42,0,1,0,4.1884057999996,1.17393129999982,1,0,2,0.461259600007907,2
7798,11,1,1,8,6,0,5,PHILIP,481,2,DANNY,MOSES,ISAAC,JULIEN,480,14,0,1,0,5.0809264999989,2.18636680000054,3,0,2,0.413021000000299,2
7799,11,1,1,8,7,0,7,MOSES,29,10,LORCAN,ARJUN,BUSTER,PIERS,33,71,0,1,0,2.15606579999439,0.0304623999982141,0,0,3,1.07074870000361,3
